,ACTIVITYESTIMATE,WEEK,POP,AREA,HealthCare_All,HealthCare_Over65,INCOME,TypeA_subH3,TypeA_subH1N1,TypeA,TypeA_subH3N2,TypeA_subU,TypeA_subH1,PrevWeek,NSporadic,NLocalAct,NNoAct,NRegional,NWidespread,Density
1486,Local Activity,45,38625139,423967,81.5999984741211,98.0,60487,420,6,5,0,0,0,Sporadic,41,3,5,2,0.0,91.1041165939802
1487,Sporadic,46,38625139,423967,81.5999984741211,98.0,60487,498,8,9,0,0,0,Local Activity,32,13,3,3,0.0,91.1041165939802
1488,Sporadic,47,38625139,423967,81.5999984741211,98.0,60487,781,5,12,0,0,0,Sporadic,24,21,1,5,0.0,91.1041165939802
1489,Sporadic,48,38625139,423967,81.5999984741211,98.0,60487,1102,4,10,0,0,0,Sporadic,18,20,2,9,1.0986122886681098,91.1041165939802
1490,Sporadic,49,38625139,423967,81.5999984741211,98.0,60487,1934,7,6,0,0,0,Sporadic,12,19,0,14,1.9459101490553132,91.1041165939802
1491,Regional,50,38625139,423967,81.5999984741211,98.0,60487,2840,4,22,0,0,0,Sporadic,5,7,0,25,2.70805020110221,91.1041165939802
1492,Sporadic,51,38625139,423967,81.5999984741211,98.0,60487,3347,2,36,0,0,0,Regional,2,6,0,14,3.4011973816621555,91.1041165939802
1493,Regional,52,38625139,423967,81.5999984741211,98.0,60487,3637,3,25,0,0,0,Sporadic,2,2,0,11,3.6109179126442243,91.1041165939802
1494,Regional,53,38625139,423967,81.5999984741211,98.0,60487,3282,0,34,0,0,0,Regional,1,1,0,6,3.784189633918261,91.1041165939802
1495,Widespread,1,38625139,423967,81.5999984741211,98.0,60487,2952,7,22,0,0,0,Regional,0,2,0,3,3.8501476017100584,91.1041165939802
1496,Widespread,2,38625139,423967,81.5999984741211,98.0,60487,2566,4,20,0,0,0,Widespread,0,2,0,3,3.8501476017100584,91.1041165939802
1497,Widespread,3,38625139,423967,81.5999984741211,98.0,60487,2240,1,31,0,0,0,Widespread,0,2,0,5,3.8066624897703196,91.1041165939802
1498,Widespread,4,38625139,423967,81.5999984741211,98.0,60487,2013,5,10,0,0,0,Widespread,0,2,0,5,3.8066624897703196,91.1041165939802
1499,Widespread,5,38625139,423967,81.5999984741211,98.0,60487,1596,5,9,0,0,0,Widespread,0,2,0,9,3.713572066704308,91.1041165939802
1500,Widespread,6,38625139,423967,81.5999984741211,98.0,60487,942,2,12,0,0,0,Widespread,0,3,0,16,3.4965075614664802,91.1041165939802
1501,Widespread,7,38625139,423967,81.5999984741211,98.0,60487,662,3,5,0,0,0,Widespread,0,6,0,15,3.4339872044851463,91.1041165939802
1502,Widespread,8,38625139,423967,81.5999984741211,98.0,60487,541,10,7,0,0,0,Widespread,0,6,0,25,3.044522437723423,91.1041165939802
1503,Regional,9,38625139,423967,81.5999984741211,98.0,60487,409,1,5,0,0,0,Widespread,2,7,0,30,2.5649493574615367,91.1041165939802
1504,Regional,10,38625139,423967,81.5999984741211,98.0,60487,260,6,5,0,0,0,Regional,2,10,0,30,2.302585092994046,91.1041165939802
1505,Local Activity,11,38625139,423967,81.5999984741211,98.0,60487,228,1,8,0,0,0,Regional,2,13,0,29,2.0794415416798357,91.1041165939802
1506,Local Activity,12,38625139,423967,81.5999984741211,98.0,60487,142,3,0,0,0,0,Local Activity,1,16,0,27,2.0794415416798357,91.1041165939802
1507,Local Activity,13,38625139,423967,81.5999984741211,98.0,60487,99,3,4,0,0,0,Local Activity,5,22,0,20,1.6094379124341003,91.1041165939802
1508,Sporadic,14,38625139,423967,81.5999984741211,98.0,60487,53,6,0,0,0,0,Local Activity,7,23,0,17,1.6094379124341003,91.1041165939802
1509,Sporadic,15,38625139,423967,81.5999984741211,98.0,60487,44,8,2,0,0,0,Sporadic,14,20,0,14,1.3862943611198906,91.1041165939802
1510,Sporadic,16,38625139,423967,81.5999984741211,98.0,60487,29,2,1,0,0,0,Sporadic,18,18,2,10,1.3862943611198906,91.1041165939802
1511,Sporadic,17,38625139,423967,81.5999984741211,98.0,60487,13,1,2,0,0,0,Sporadic,22,14,3,9,1.3862943611198906,91.1041165939802
1512,Sporadic,18,38625139,423967,81.5999984741211,98.0,60487,6,1,0,0,0,0,Sporadic,27,12,3,7,1.0986122886681098,91.1041165939802
1513,Sporadic,19,38625139,423967,81.5999984741211,98.0,60487,9,2,1,0,0,0,Sporadic,28,12,6,2,1.3862943611198906,91.1041165939802
1514,Sporadic,20,38625139,423967,81.5999984741211,98.0,60487,14,1,0,0,0,0,Sporadic,32,9,8,1,0.6931471805599453,91.1041165939802
1515,Sporadic,41,38953142,423967,81.5999984741211,98.0,63636,41,5,2,0,0,0,Sporadic,27,1,22,1,0.0,91.87776878860855
1516,Sporadic,42,38953142,423967,81.5999984741211,98.0,63636,43,10,1,0,0,0,Sporadic,29,4,18,0,0.0,91.87776878860855
1517,Sporadic,43,38953142,423967,81.5999984741211,98.0,63636,30,9,4,0,0,0,Sporadic,34,6,10,1,0.0,91.87776878860855
1518,Sporadic,44,38953142,423967,81.5999984741211,98.0,63636,23,4,4,0,0,0,Sporadic,40,2,9,0,0.0,91.87776878860855
1519,Sporadic,45,38953142,423967,81.5999984741211,98.0,63636,26,9,1,0,0,0,Sporadic,41,4,6,0,0.0,91.87776878860855
1520,Sporadic,46,38953142,423967,81.5999984741211,98.0,63636,38,17,1,0,0,0,Sporadic,40,4,7,0,0.0,91.87776878860855
1521,Sporadic,47,38953142,423967,81.5999984741211,98.0,63636,20,15,0,0,0,0,Sporadic,39,5,7,0,0.0,91.87776878860855
1522,Sporadic,48,38953142,423967,81.5999984741211,98.0,63636,33,26,2,0,0,0,Sporadic,39,7,5,0,0.0,91.87776878860855
1523,Sporadic,49,38953142,423967,81.5999984741211,98.0,63636,35,35,3,0,0,0,Sporadic,37,10,4,0,0.0,91.87776878860855
1524,Sporadic,50,38953142,423967,81.5999984741211,98.0,63636,36,64,0,0,0,0,Sporadic,34,12,3,2,0.0,91.87776878860855
1525,Sporadic,51,38953142,423967,81.5999984741211,98.0,63636,29,80,1,0,0,0,Sporadic,28,14,4,5,0.0,91.87776878860855
1526,Local Activity,52,38953142,423967,81.5999984741211,98.0,63636,37,131,1,0,0,0,Sporadic,29,12,4,5,0.6931471805599453,91.87776878860855
1527,Regional,1,38953142,423967,81.5999984741211,98.0,63636,47,188,2,0,0,0,Local Activity,27,13,3,6,1.0986122886681098,91.87776878860855
1528,Regional,2,38953142,423967,81.5999984741211,98.0,63636,67,223,4,0,0,0,Regional,28,11,3,9,0.0,91.87776878860855
1529,Widespread,3,38953142,423967,81.5999984741211,98.0,63636,81,320,13,0,0,0,Regional,24,12,2,10,1.3862943611198906,91.87776878860855
1530,Widespread,4,38953142,423967,81.5999984741211,98.0,63636,139,458,14,0,0,0,Widespread,21,12,0,14,1.6094379124341003,91.87776878860855
1531,Widespread,5,38953142,423967,81.5999984741211,98.0,63636,147,614,10,0,0,0,Widespread,12,17,1,18,1.3862943611198906,91.87776878860855
1532,Widespread,6,38953142,423967,81.5999984741211,98.0,63636,183,773,16,0,0,0,Widespread,10,16,1,17,2.0794415416798357,91.87776878860855
1533,Widespread,7,38953142,423967,81.5999984741211,98.0,63636,208,1180,17,0,0,0,Widespread,3,16,0,20,2.5649493574615367,91.87776878860855
1534,Widespread,8,38953142,423967,81.5999984741211,98.0,63636,182,1528,27,0,0,0,Widespread,1,11,0,18,3.091042453358316,91.87776878860855
1535,Widespread,9,38953142,423967,81.5999984741211,98.0,63636,255,1740,32,0,0,0,Widespread,2,2,0,14,3.5263605246161616,91.87776878860855
1536,Widespread,10,38953142,423967,81.5999984741211,98.0,63636,277,2066,46,0,0,0,Widespread,0,1,0,13,3.6375861597263857,91.87776878860855
1537,Widespread,11,38953142,423967,81.5999984741211,98.0,63636,186,1419,23,0,0,0,Widespread,0,1,0,10,3.713572066704308,91.87776878860855
1538,Widespread,12,38953142,423967,81.5999984741211,98.0,63636,174,990,17,0,0,0,Widespread,0,2,0,10,3.6888794541139363,91.87776878860855
1539,Widespread,13,38953142,423967,81.5999984741211,98.0,63636,155,763,33,0,0,0,Widespread,1,3,0,18,3.4011973816621555,91.87776878860855
1540,Widespread,14,38953142,423967,81.5999984741211,98.0,63636,121,484,32,0,0,0,Widespread,3,5,0,18,3.258096538021482,91.87776878860855
1541,Regional,15,38953142,423967,81.5999984741211,98.0,63636,103,347,14,0,0,0,Widespread,3,11,0,19,2.9444389791664403,91.87776878860855
1542,Regional,16,38953142,423967,81.5999984741211,98.0,63636,118,255,15,0,0,0,Regional,4,14,0,19,2.70805020110221,91.87776878860855
1543,Regional,17,38953142,423967,81.5999984741211,98.0,63636,88,152,5,0,0,0,Regional,8,14,0,16,2.6390573296152584,91.87776878860855
1544,Local Activity,18,38953142,423967,81.5999984741211,98.0,63636,56,68,2,0,0,0,Regional,11,18,0,15,2.0794415416798357,91.87776878860855
1545,Local Activity,19,38953142,423967,81.5999984741211,98.0,63636,59,41,2,0,0,0,Local Activity,15,21,0,12,1.3862943611198906,91.87776878860855
1546,Sporadic,20,38953142,423967,81.5999984741211,98.0,63636,71,30,4,0,0,0,Local Activity,22,20,0,7,1.0986122886681098,91.87776878860855
1547,Sporadic,41,39209127,423967,81.5999984741211,98.0,66637,74,11,0,0,0,0,Sporadic,36,1,14,0,0.0,92.48155398887178
1548,Sporadic,42,39209127,423967,81.5999984741211,98.0,66637,106,12,2,0,0,0,Sporadic,42,1,8,0,0.0,92.48155398887178
1549,Sporadic,43,39209127,423967,81.5999984741211,98.0,66637,123,13,0,0,0,0,Sporadic,42,1,8,0,0.0,92.48155398887178
1550,Local Activity,44,39209127,423967,81.5999984741211,98.0,66637,109,11,3,0,0,0,Sporadic,40,3,8,0,0.0,92.48155398887178
1551,Sporadic,45,39209127,423967,81.5999984741211,98.0,66637,131,5,1,0,0,0,Local Activity,40,6,4,1,0.0,92.48155398887178
1552,Sporadic,46,39209127,423967,81.5999984741211,98.0,66637,163,9,2,0,0,0,Sporadic,41,5,4,1,0.0,92.48155398887178
1553,Sporadic,47,39209127,423967,81.5999984741211,98.0,66637,148,5,8,0,0,0,Sporadic,36,12,3,0,0.0,92.48155398887178
1554,Sporadic,48,39209127,423967,81.5999984741211,98.0,66637,257,11,8,0,0,0,Sporadic,37,12,1,1,0.0,92.48155398887178
1555,Sporadic,49,39209127,423967,81.5999984741211,98.0,66637,405,12,1,0,0,0,Sporadic,29,19,1,2,0.0,92.48155398887178
1556,Sporadic,50,39209127,423967,81.5999984741211,98.0,66637,641,15,3,0,0,0,Sporadic,20,23,1,7,0.0,92.48155398887178
1557,Widespread,51,39209127,423967,81.5999984741211,98.0,66637,867,24,9,0,0,0,Sporadic,10,28,0,13,0.0,92.48155398887178
1558,Widespread,52,39209127,423967,81.5999984741211,98.0,66637,1310,21,23,0,0,0,Widespread,5,20,0,18,2.1972245773362196,92.48155398887178
1559,Widespread,1,39209127,423967,81.5999984741211,98.0,66637,1477,36,6,0,0,0,Widespread,0,11,0,28,2.5649493574615367,92.48155398887178
1560,Widespread,2,39209127,423967,81.5999984741211,98.0,66637,1681,35,14,0,0,0,Widespread,0,9,0,21,3.091042453358316,92.48155398887178
1561,Widespread,3,39209127,423967,81.5999984741211,98.0,66637,1847,46,9,0,0,0,Widespread,0,5,0,17,3.4011973816621555,92.48155398887178
1562,Widespread,4,39209127,423967,81.5999984741211,98.0,66637,2043,34,17,0,0,0,Widespread,0,2,0,12,3.6375861597263857,92.48155398887178
1563,Widespread,5,39209127,423967,81.5999984741211,98.0,66637,2320,35,17,0,0,0,Widespread,0,2,0,9,3.713572066704308,92.48155398887178
1564,Widespread,6,39209127,423967,81.5999984741211,98.0,66637,2615,62,18,0,0,0,Widespread,0,2,0,6,3.784189633918261,92.48155398887178
1565,Widespread,7,39209127,423967,81.5999984741211,98.0,66637,2413,53,13,0,0,0,Widespread,0,1,0,4,3.8501476017100584,92.48155398887178
1566,Widespread,8,39209127,423967,81.5999984741211,98.0,66637,2196,79,9,0,0,0,Widespread,1,2,0,4,3.8066624897703196,92.48155398887178
1567,Widespread,9,39209127,423967,81.5999984741211,98.0,66637,1359,49,13,0,0,0,Widespread,0,3,0,5,3.784189633918261,92.48155398887178
1568,Widespread,10,39209127,423967,81.5999984741211,98.0,66637,1169,44,13,0,0,0,Widespread,1,3,0,8,3.6888794541139363,92.48155398887178
1569,Widespread,11,39209127,423967,81.5999984741211,98.0,66637,836,24,8,0,0,0,Widespread,0,4,0,11,3.6109179126442243,92.48155398887178
1570,Regional,12,39209127,423967,81.5999984741211,98.0,66637,809,31,3,0,0,0,Widespread,2,3,0,10,3.6109179126442243,92.48155398887178
1571,Regional,13,39209127,423967,81.5999984741211,98.0,66637,641,25,3,0,0,0,Regional,2,6,0,12,3.4657359027997265,92.48155398887178
1572,Regional,14,39209127,423967,81.5999984741211,98.0,66637,366,15,4,0,0,0,Regional,2,6,0,19,3.2188758248682006,92.48155398887178
1573,Local Activity,15,39209127,423967,81.5999984741211,98.0,66637,217,5,1,0,0,0,Regional,2,13,0,18,2.9444389791664403,92.48155398887178
1574,Local Activity,16,39209127,423967,81.5999984741211,98.0,66637,138,8,2,0,0,0,Local Activity,6,20,0,15,2.3978952727983707,92.48155398887178
1575,Local Activity,17,39209127,423967,81.5999984741211,98.0,66637,130,5,2,0,0,0,Local Activity,13,20,0,11,2.0794415416798357,92.48155398887178
1576,Local Activity,18,39209127,423967,81.5999984741211,98.0,66637,80,5,2,0,0,0,Local Activity,19,21,0,8,1.3862943611198906,92.48155398887178
1577,Local Activity,19,39209127,423967,81.5999984741211,98.0,66637,95,2,1,0,0,0,Local Activity,30,13,0,7,0.6931471805599453,92.48155398887178
1578,Local Activity,20,39209127,423967,81.5999984741211,98.0,66637,62,4,1,0,0,0,Local Activity,37,8,1,5,0.0,92.48155398887178
1579,Local Activity,41,39399349,423967,81.5999984741211,98.0,69759,126,12,8,0,0,0,Sporadic,39,2,10,0,0.0,92.93022570152866
1580,Sporadic,42,39399349,423967,81.5999984741211,98.0,69759,152,12,0,0,0,0,Local Activity,38,5,8,0,0.0,92.93022570152866
1581,Local Activity,43,39399349,423967,81.5999984741211,98.0,69759,151,24,24,0,0,0,Sporadic,34,12,4,0,0.0,92.93022570152866
1582,Local Activity,44,39399349,423967,81.5999984741211,98.0,69759,220,19,15,0,0,0,Local Activity,32,12,3,4,0.0,92.93022570152866
1583,Regional,45,39399349,423967,81.5999984741211,98.0,69759,274,19,1,0,0,0,Local Activity,32,13,0,6,0.0,92.93022570152866
1584,Local Activity,46,39399349,423967,81.5999984741211,98.0,69759,372,52,2,0,0,0,Regional,26,13,3,9,0.0,92.93022570152866
1585,Local Activity,47,39399349,423967,81.5999984741211,98.0,69759,458,36,0,0,0,0,Local Activity,22,20,1,6,1.0986122886681098,92.93022570152866
1586,Regional,48,39399349,423967,81.5999984741211,98.0,69759,724,59,8,1,0,0,Local Activity,13,24,0,10,1.6094379124341003,92.93022570152866
1587,Widespread,49,39399349,423967,81.5999984741211,98.0,69759,974,64,2,0,0,0,Regional,8,18,0,18,2.0794415416798357,92.93022570152866
1588,Widespread,50,39399349,423967,81.5999984741211,98.0,69759,1335,122,10,0,0,0,Widespread,3,10,0,26,2.5649493574615367,92.93022570152866
1589,Widespread,51,39399349,423967,81.5999984741211,98.0,69759,2160,222,15,0,0,0,Widespread,0,5,0,23,3.1780538303479458,92.93022570152866
1590,Widespread,52,39399349,423967,81.5999984741211,98.0,69759,2447,250,21,0,0,0,Widespread,0,2,0,13,3.6109179126442243,92.93022570152866
1591,Widespread,1,39399349,423967,81.5999984741211,98.0,69759,2683,290,20,0,0,0,Widespread,0,1,0,4,3.8501476017100584,92.93022570152866
1592,Widespread,2,39399349,423967,81.5999984741211,98.0,69759,2747,343,31,0,0,0,Widespread,0,1,0,1,3.912023005428146,92.93022570152866
1593,Widespread,3,39399349,423967,81.5999984741211,98.0,69759,2442,353,21,0,0,0,Widespread,0,2,0,0,3.912023005428146,92.93022570152866
1594,Widespread,4,39399349,423967,81.5999984741211,98.0,69759,2526,495,29,0,0,0,Widespread,0,2,0,0,3.912023005428146,92.93022570152866
1595,Widespread,5,39399349,423967,81.5999984741211,98.0,69759,2303,504,32,0,0,0,Widespread,0,2,0,1,3.8918202981106265,92.93022570152866
1596,Widespread,6,39399349,423967,81.5999984741211,98.0,69759,1882,492,23,0,0,0,Widespread,0,1,0,2,3.8918202981106265,92.93022570152866
1597,Widespread,7,39399349,423967,81.5999984741211,98.0,69759,1387,436,22,0,0,0,Widespread,0,2,0,1,3.8918202981106265,92.93022570152866
1598,Widespread,8,39399349,423967,81.5999984741211,98.0,69759,1002,260,11,0,0,0,Widespread,0,3,0,0,3.8918202981106265,92.93022570152866
1599,Widespread,9,39399349,423967,81.5999984741211,98.0,69759,543,214,6,0,0,0,Widespread,0,4,0,3,3.8066624897703196,92.93022570152866
1600,Widespread,10,39399349,423967,81.5999984741211,98.0,69759,343,130,15,0,0,0,Widespread,0,5,0,12,3.5553480614894135,92.93022570152866
1601,Widespread,11,39399349,423967,81.5999984741211,98.0,69759,252,154,12,0,0,0,Widespread,1,6,0,18,3.295836866004329,92.93022570152866
1602,Widespread,12,39399349,423967,81.5999984741211,98.0,69759,213,101,5,0,0,0,Widespread,2,6,0,25,2.9444389791664403,92.93022570152866
1603,Widespread,13,39399349,423967,81.5999984741211,98.0,69759,207,119,3,0,0,0,Widespread,4,9,0,22,2.833213344056216,92.93022570152866
1604,Widespread,14,39399349,423967,81.5999984741211,98.0,69759,154,96,4,0,0,0,Widespread,3,11,0,26,2.4849066497880004,92.93022570152866
1605,Regional,15,39399349,423967,81.5999984741211,98.0,69759,98,95,0,0,0,0,Widespread,5,17,0,22,2.0794415416798357,92.93022570152866
1606,Local Activity,16,39399349,423967,81.5999984741211,98.0,69759,81,43,0,0,0,0,Regional,7,21,2,16,1.791759469228055,92.93022570152866
1607,Local Activity,17,39399349,423967,81.5999984741211,98.0,69759,52,42,0,0,0,0,Local Activity,11,25,2,9,1.6094379124341003,92.93022570152866
1608,Sporadic,18,39399349,423967,81.5999984741211,98.0,69759,27,32,2,0,0,0,Local Activity,15,24,2,7,1.3862943611198906,92.93022570152866
1609,Sporadic,19,39399349,423967,81.5999984741211,98.0,69759,20,13,0,0,0,0,Sporadic,26,16,2,4,1.3862943611198906,92.93022570152866
1610,Sporadic,20,39399349,423967,81.5999984741211,98.0,69759,10,16,0,0,0,0,Sporadic,34,9,3,3,1.0986122886681098,92.93022570152866
1611,Widespread,41,4972195,269601,82.0999984741211,97.9000015258789,55930,5,1877,34,0,8,4,Widespread,0,2,0,8,3.7376696182833684,18.442791384304954
1612,Widespread,42,4972195,269601,82.0999984741211,97.9000015258789,55930,1,2216,57,0,9,3,Widespread,0,2,0,3,3.8501476017100584,18.442791384304954
1613,Widespread,43,4972195,269601,82.0999984741211,97.9000015258789,55930,6,2387,57,0,24,2,Widespread,0,1,0,2,3.8918202981106265,18.442791384304954
1614,Widespread,44,4972195,269601,82.0999984741211,97.9000015258789,55930,4,3210,79,0,24,8,Widespread,0,1,0,2,3.8918202981106265,18.442791384304954
1615,Widespread,45,4972195,269601,82.0999984741211,97.9000015258789,55930,2,5108,160,0,18,1,Widespread,0,1,0,4,3.8501476017100584,18.442791384304954
1616,Regional,46,4972195,269601,82.0999984741211,97.9000015258789,55930,0,6433,279,0,18,0,Widespread,0,1,0,7,3.784189633918261,18.442791384304954
1617,Sporadic,47,4972195,269601,82.0999984741211,97.9000015258789,55930,4,7284,327,0,27,3,Regional,0,2,0,17,3.4965075614664802,18.442791384304954
1618,Sporadic,48,4972195,269601,82.0999984741211,97.9000015258789,55930,2,5770,293,0,37,1,Sporadic,2,7,0,17,3.258096538021482,18.442791384304954
1619,Sporadic,49,4972195,269601,82.0999984741211,97.9000015258789,55930,2,4510,193,0,21,2,Sporadic,4,8,0,25,2.70805020110221,18.442791384304954
1620,Sporadic,50,4972195,269601,82.0999984741211,97.9000015258789,55930,1,3593,111,0,21,2,Sporadic,8,12,0,20,2.4849066497880004,18.442791384304954
1621,Local Activity,51,4972195,269601,82.0999984741211,97.9000015258789,55930,0,2208,61,0,21,1,Sporadic,11,14,1,18,2.0794415416798357,18.442791384304954
1622,Sporadic,52,4972195,269601,82.0999984741211,97.9000015258789,55930,2,1140,44,0,9,1,Local Activity,13,20,1,13,1.6094379124341003,18.442791384304954
1623,Sporadic,1,4972195,269601,82.0999984741211,97.9000015258789,55930,1,225,9,0,3,0,Sporadic,19,18,1,12,0.6931471805599453,18.442791384304954
1624,Sporadic,2,4972195,269601,82.0999984741211,97.9000015258789,55930,3,208,5,0,2,1,Sporadic,24,16,2,9,0.0,18.442791384304954
1625,Sporadic,3,4972195,269601,82.0999984741211,97.9000015258789,55930,0,251,2,0,2,0,Sporadic,33,10,1,7,0.0,18.442791384304954
1626,Sporadic,4,4972195,269601,82.0999984741211,97.9000015258789,55930,3,219,5,0,0,0,Sporadic,34,9,3,5,0.0,18.442791384304954
1627,Sporadic,5,4972195,269601,82.0999984741211,97.9000015258789,55930,0,259,5,0,0,0,Sporadic,32,10,3,6,0.0,18.442791384304954
1628,Sporadic,6,4972195,269601,82.0999984741211,97.9000015258789,55930,0,210,5,0,0,1,Sporadic,30,11,4,6,0.0,18.442791384304954
1629,Sporadic,7,4972195,269601,82.0999984741211,97.9000015258789,55930,0,220,5,0,0,0,Sporadic,36,9,3,3,0.0,18.442791384304954
1630,Sporadic,8,4972195,269601,82.0999984741211,97.9000015258789,55930,1,293,4,0,0,0,Sporadic,36,8,4,3,0.0,18.442791384304954
1631,Sporadic,9,4972195,269601,82.0999984741211,97.9000015258789,55930,0,274,5,0,0,0,Sporadic,35,8,4,4,0.0,18.442791384304954
1632,Sporadic,10,4972195,269601,82.0999984741211,97.9000015258789,55930,0,314,6,0,0,0,Sporadic,34,6,6,5,0.0,18.442791384304954
1633,Sporadic,11,4972195,269601,82.0999984741211,97.9000015258789,55930,0,234,8,0,0,0,Sporadic,32,8,8,3,0.0,18.442791384304954
1634,Sporadic,12,4972195,269601,82.0999984741211,97.9000015258789,55930,1,155,2,0,0,0,Sporadic,32,8,8,3,0.0,18.442791384304954
1635,Sporadic,13,4972195,269601,82.0999984741211,97.9000015258789,55930,1,145,1,0,0,0,Sporadic,31,7,10,3,0.0,18.442791384304954
1636,Sporadic,14,4972195,269601,82.0999984741211,97.9000015258789,55930,1,90,5,0,0,0,Sporadic,34,3,11,3,0.0,18.442791384304954
1637,Sporadic,15,4972195,269601,82.0999984741211,97.9000015258789,55930,2,42,1,0,0,0,Sporadic,39,1,9,2,0.0,18.442791384304954
1638,Sporadic,16,4972195,269601,82.0999984741211,97.9000015258789,55930,2,16,0,0,0,0,Sporadic,32,4,15,0,0.0,18.442791384304954
1639,Sporadic,17,4972195,269601,82.0999984741211,97.9000015258789,55930,0,13,0,0,0,0,Sporadic,32,2,17,0,0.0,18.442791384304954
1640,Sporadic,18,4972195,269601,82.0999984741211,97.9000015258789,55930,1,17,0,0,0,0,Sporadic,28,4,19,0,0.0,18.442791384304954
1641,Sporadic,19,4972195,269601,82.0999984741211,97.9000015258789,55930,2,5,0,0,0,0,Sporadic,24,1,26,0,0.0,18.442791384304954
1642,No Activity,20,4972195,269601,82.0999984741211,97.9000015258789,55930,1,4,0,0,1,0,Sporadic,19,1,30,0,0.0,18.442791384304954
1643,Sporadic,41,5048281,269601,82.0999984741211,97.9000015258789,60233,33,12,1,0,0,0,No Activity,20,0,31,0,0.0,18.725008438396
1644,No Activity,42,5048281,269601,82.0999984741211,97.9000015258789,60233,33,7,1,0,0,0,Sporadic,25,0,26,0,0.0,18.725008438396
1645,Sporadic,43,5048281,269601,82.0999984741211,97.9000015258789,60233,48,10,3,0,0,0,No Activity,23,2,26,0,0.0,18.725008438396
1646,Sporadic,44,5048281,269601,82.0999984741211,97.9000015258789,60233,47,10,0,0,0,0,Sporadic,29,1,21,0,0.0,18.725008438396
1647,Sporadic,45,5048281,269601,82.0999984741211,97.9000015258789,60233,64,11,0,0,0,0,Sporadic,36,3,12,0,0.0,18.725008438396
1648,Sporadic,46,5048281,269601,82.0999984741211,97.9000015258789,60233,94,16,4,0,0,0,Sporadic,35,4,12,0,0.0,18.725008438396
1649,Sporadic,47,5048281,269601,82.0999984741211,97.9000015258789,60233,114,10,3,0,0,0,Sporadic,32,7,11,1,0.0,18.725008438396
1650,Sporadic,48,5048281,269601,82.0999984741211,97.9000015258789,60233,130,31,3,0,0,0,Sporadic,32,11,7,1,0.0,18.725008438396
1651,Sporadic,49,5048281,269601,82.0999984741211,97.9000015258789,60233,282,36,3,0,0,0,Sporadic,30,12,6,3,0.0,18.725008438396
1652,Sporadic,50,5048281,269601,82.0999984741211,97.9000015258789,60233,404,74,18,0,0,0,Sporadic,22,20,5,4,0.0,18.725008438396
1653,Sporadic,51,5048281,269601,82.0999984741211,97.9000015258789,60233,612,88,20,0,0,0,Sporadic,29,7,1,13,0.6931471805599453,18.725008438396
1654,Regional,52,5048281,269601,82.0999984741211,97.9000015258789,60233,794,185,23,0,0,0,Sporadic,24,9,0,13,1.791759469228055,18.725008438396
1655,Regional,1,5048281,269601,82.0999984741211,97.9000015258789,60233,850,318,24,0,0,0,Regional,15,12,0,16,2.1972245773362196,18.725008438396
1656,Widespread,2,5048281,269601,82.0999984741211,97.9000015258789,60233,926,500,20,0,0,0,Regional,6,17,0,17,2.4849066497880004,18.725008438396
1657,Widespread,3,5048281,269601,82.0999984741211,97.9000015258789,60233,1112,742,16,0,0,0,Widespread,5,13,0,16,2.8903717578961645,18.725008438396
1658,Widespread,4,5048281,269601,82.0999984741211,97.9000015258789,60233,1156,964,27,0,0,0,Widespread,4,5,0,17,3.258096538021482,18.725008438396
1659,Widespread,5,5048281,269601,82.0999984741211,97.9000015258789,60233,1138,1073,41,0,0,0,Widespread,4,2,0,15,3.4339872044851463,18.725008438396
1660,Widespread,6,5048281,269601,82.0999984741211,97.9000015258789,60233,1167,1119,26,0,0,0,Widespread,4,1,0,9,3.6375861597263857,18.725008438396
1661,Widespread,7,5048281,269601,82.0999984741211,97.9000015258789,60233,1245,1248,39,0,0,0,Widespread,3,1,0,9,3.6635616461296463,18.725008438396
1662,Widespread,8,5048281,269601,82.0999984741211,97.9000015258789,60233,1016,1017,34,0,0,0,Widespread,2,1,0,4,3.8066624897703196,18.725008438396
1663,Widespread,9,5048281,269601,82.0999984741211,97.9000015258789,60233,852,818,17,0,0,0,Widespread,0,2,0,5,3.8066624897703196,18.725008438396
1664,Widespread,10,5048281,269601,82.0999984741211,97.9000015258789,60233,767,611,26,0,0,0,Widespread,0,3,0,9,3.6888794541139363,18.725008438396
1665,Regional,11,5048281,269601,82.0999984741211,97.9000015258789,60233,541,377,16,0,0,0,Widespread,1,4,0,15,3.4657359027997265,18.725008438396
1666,Regional,12,5048281,269601,82.0999984741211,97.9000015258789,60233,374,214,11,0,0,0,Regional,3,8,0,22,2.9444389791664403,18.725008438396
1667,Sporadic,13,5048281,269601,82.0999984741211,97.9000015258789,60233,248,147,11,0,0,0,Regional,6,13,0,22,2.3978952727983707,18.725008438396
1668,Sporadic,14,5048281,269601,82.0999984741211,97.9000015258789,60233,197,71,5,0,0,0,Sporadic,11,20,0,17,1.3862943611198906,18.725008438396
1669,Sporadic,15,5048281,269601,82.0999984741211,97.9000015258789,60233,127,32,1,0,0,0,Sporadic,16,24,0,9,1.0986122886681098,18.725008438396
1670,Sporadic,16,5048281,269601,82.0999984741211,97.9000015258789,60233,54,21,6,0,0,0,Sporadic,25,20,1,5,0.0,18.725008438396
1671,Sporadic,17,5048281,269601,82.0999984741211,97.9000015258789,60233,24,7,2,0,0,0,Sporadic,32,11,4,4,0.0,18.725008438396
