,ACTIVITYESTIMATE,WEEK,POP,AREA,HealthCare_All,HealthCare_Over65,INCOME,TypeA_subH3,TypeA_subH1N1,TypeA,TypeA_subH3N2,TypeA_subU,TypeA_subH1,PrevWeek,NSporadic,NLocalAct,NNoAct,NRegional,NWidespread,Density
10569,Widespread,10,19590719,141297,78.0999984741211,99.0,62447,343,130,15,0,0,0,Widespread,0,5,0,12,3.5553480614894135,138.64922114411488
10570,Widespread,11,19590719,141297,78.0999984741211,99.0,62447,252,154,12,0,0,0,Widespread,1,6,0,18,3.295836866004329,138.64922114411488
10571,Widespread,12,19590719,141297,78.0999984741211,99.0,62447,213,101,5,0,0,0,Widespread,2,6,0,25,2.9444389791664403,138.64922114411488
10572,Widespread,13,19590719,141297,78.0999984741211,99.0,62447,207,119,3,0,0,0,Widespread,4,9,0,22,2.833213344056216,138.64922114411488
10573,Widespread,14,19590719,141297,78.0999984741211,99.0,62447,154,96,4,0,0,0,Widespread,3,11,0,26,2.4849066497880004,138.64922114411488
10574,Widespread,15,19590719,141297,78.0999984741211,99.0,62447,98,95,0,0,0,0,Widespread,5,17,0,22,2.0794415416798357,138.64922114411488
10575,Widespread,16,19590719,141297,78.0999984741211,99.0,62447,81,43,0,0,0,0,Widespread,7,21,2,16,1.791759469228055,138.64922114411488
10576,Widespread,17,19590719,141297,78.0999984741211,99.0,62447,52,42,0,0,0,0,Widespread,11,25,2,9,1.6094379124341003,138.64922114411488
10577,Widespread,18,19590719,141297,78.0999984741211,99.0,62447,27,32,2,0,0,0,Widespread,15,24,2,7,1.3862943611198906,138.64922114411488
10578,Widespread,19,19590719,141297,78.0999984741211,99.0,62447,20,13,0,0,0,0,Widespread,26,16,2,4,1.3862943611198906,138.64922114411488
10579,Local Activity,20,19590719,141297,78.0999984741211,99.0,62447,10,16,0,0,0,0,Widespread,34,9,3,3,1.0986122886681098,138.64922114411488
10580,Widespread,41,9449566,139391,88.69999694824219,98.30000305175781,41906,5,1877,34,0,8,4,Widespread,0,2,0,8,3.7376696182833684,67.79179430522774
10581,Widespread,42,9449566,139391,88.69999694824219,98.30000305175781,41906,1,2216,57,0,9,3,Widespread,0,2,0,3,3.8501476017100584,67.79179430522774
10582,Widespread,43,9449566,139391,88.69999694824219,98.30000305175781,41906,6,2387,57,0,24,2,Widespread,0,1,0,2,3.8918202981106265,67.79179430522774
10583,Widespread,44,9449566,139391,88.69999694824219,98.30000305175781,41906,4,3210,79,0,24,8,Widespread,0,1,0,2,3.8918202981106265,67.79179430522774
10584,Widespread,45,9449566,139391,88.69999694824219,98.30000305175781,41906,2,5108,160,0,18,1,Widespread,0,1,0,4,3.8501476017100584,67.79179430522774
10585,Widespread,46,9449566,139391,88.69999694824219,98.30000305175781,41906,0,6433,279,0,18,0,Widespread,0,1,0,7,3.784189633918261,67.79179430522774
10586,Widespread,47,9449566,139391,88.69999694824219,98.30000305175781,41906,4,7284,327,0,27,3,Widespread,0,2,0,17,3.4965075614664802,67.79179430522774
10587,Regional,48,9449566,139391,88.69999694824219,98.30000305175781,41906,2,5770,293,0,37,1,Widespread,2,7,0,17,3.258096538021482,67.79179430522774
10588,Regional,49,9449566,139391,88.69999694824219,98.30000305175781,41906,2,4510,193,0,21,2,Regional,4,8,0,25,2.70805020110221,67.79179430522774
10589,Local Activity,50,9449566,139391,88.69999694824219,98.30000305175781,41906,1,3593,111,0,21,2,Regional,8,12,0,20,2.4849066497880004,67.79179430522774
10590,Local Activity,51,9449566,139391,88.69999694824219,98.30000305175781,41906,0,2208,61,0,21,1,Local Activity,11,14,1,18,2.0794415416798357,67.79179430522774
10591,Local Activity,52,9449566,139391,88.69999694824219,98.30000305175781,41906,2,1140,44,0,9,1,Local Activity,13,20,1,13,1.6094379124341003,67.79179430522774
10592,Local Activity,1,9449566,139391,88.69999694824219,98.30000305175781,41906,1,225,9,0,3,0,Local Activity,19,18,1,12,0.6931471805599453,67.79179430522774
10593,Local Activity,2,9449566,139391,88.69999694824219,98.30000305175781,41906,3,208,5,0,2,1,Local Activity,24,16,2,9,0.0,67.79179430522774
10594,Local Activity,3,9449566,139391,88.69999694824219,98.30000305175781,41906,0,251,2,0,2,0,Local Activity,33,10,1,7,0.0,67.79179430522774
10595,Local Activity,4,9449566,139391,88.69999694824219,98.30000305175781,41906,3,219,5,0,0,0,Local Activity,34,9,3,5,0.0,67.79179430522774
10596,Local Activity,5,9449566,139391,88.69999694824219,98.30000305175781,41906,0,259,5,0,0,0,Local Activity,32,10,3,6,0.0,67.79179430522774
10597,Local Activity,6,9449566,139391,88.69999694824219,98.30000305175781,41906,0,210,5,0,0,1,Local Activity,30,11,4,6,0.0,67.79179430522774
10598,Local Activity,7,9449566,139391,88.69999694824219,98.30000305175781,41906,0,220,5,0,0,0,Local Activity,36,9,3,3,0.0,67.79179430522774
10599,Local Activity,8,9449566,139391,88.69999694824219,98.30000305175781,41906,1,293,4,0,0,0,Local Activity,36,8,4,3,0.0,67.79179430522774
10600,Local Activity,9,9449566,139391,88.69999694824219,98.30000305175781,41906,0,274,5,0,0,0,Local Activity,35,8,4,4,0.0,67.79179430522774
10601,Local Activity,10,9449566,139391,88.69999694824219,98.30000305175781,41906,0,314,6,0,0,0,Local Activity,34,6,6,5,0.0,67.79179430522774
10602,Local Activity,11,9449566,139391,88.69999694824219,98.30000305175781,41906,0,234,8,0,0,0,Local Activity,32,8,8,3,0.0,67.79179430522774
10603,Local Activity,12,9449566,139391,88.69999694824219,98.30000305175781,41906,1,155,2,0,0,0,Local Activity,32,8,8,3,0.0,67.79179430522774
10604,Sporadic,13,9449566,139391,88.69999694824219,98.30000305175781,41906,1,145,1,0,0,0,Local Activity,31,7,10,3,0.0,67.79179430522774
10605,Sporadic,14,9449566,139391,88.69999694824219,98.30000305175781,41906,1,90,5,0,0,0,Sporadic,34,3,11,3,0.0,67.79179430522774
10606,Sporadic,15,9449566,139391,88.69999694824219,98.30000305175781,41906,2,42,1,0,0,0,Sporadic,39,1,9,2,0.0,67.79179430522774
10607,No Activity,16,9449566,139391,88.69999694824219,98.30000305175781,41906,2,16,0,0,0,0,Sporadic,32,4,15,0,0.0,67.79179430522774
10608,No Activity,17,9449566,139391,88.69999694824219,98.30000305175781,41906,0,13,0,0,0,0,No Activity,32,2,17,0,0.0,67.79179430522774
10609,No Activity,18,9449566,139391,88.69999694824219,98.30000305175781,41906,1,17,0,0,0,0,No Activity,28,4,19,0,0.0,67.79179430522774
10610,No Activity,19,9449566,139391,88.69999694824219,98.30000305175781,41906,2,5,0,0,0,0,No Activity,24,1,26,0,0.0,67.79179430522774
10611,No Activity,20,9449566,139391,88.69999694824219,98.30000305175781,41906,1,4,0,0,1,0,No Activity,19,1,30,0,0.0,67.79179430522774
10612,No Activity,41,9574293,139391,88.69999694824219,98.30000305175781,43830,33,12,1,0,0,0,No Activity,20,0,31,0,0.0,68.68659382600025
10613,Sporadic,42,9574293,139391,88.69999694824219,98.30000305175781,43830,33,7,1,0,0,0,No Activity,25,0,26,0,0.0,68.68659382600025
10614,Sporadic,43,9574293,139391,88.69999694824219,98.30000305175781,43830,48,10,3,0,0,0,Sporadic,23,2,26,0,0.0,68.68659382600025
10615,Sporadic,44,9574293,139391,88.69999694824219,98.30000305175781,43830,47,10,0,0,0,0,Sporadic,29,1,21,0,0.0,68.68659382600025
10616,Sporadic,45,9574293,139391,88.69999694824219,98.30000305175781,43830,64,11,0,0,0,0,Sporadic,36,3,12,0,0.0,68.68659382600025
10617,Sporadic,46,9574293,139391,88.69999694824219,98.30000305175781,43830,94,16,4,0,0,0,Sporadic,35,4,12,0,0.0,68.68659382600025
10618,Sporadic,47,9574293,139391,88.69999694824219,98.30000305175781,43830,114,10,3,0,0,0,Sporadic,32,7,11,1,0.0,68.68659382600025
10619,Sporadic,48,9574293,139391,88.69999694824219,98.30000305175781,43830,130,31,3,0,0,0,Sporadic,32,11,7,1,0.0,68.68659382600025
10620,Sporadic,49,9574293,139391,88.69999694824219,98.30000305175781,43830,282,36,3,0,0,0,Sporadic,30,12,6,3,0.0,68.68659382600025
10621,Sporadic,50,9574293,139391,88.69999694824219,98.30000305175781,43830,404,74,18,0,0,0,Sporadic,22,20,5,4,0.0,68.68659382600025
10622,Local Activity,51,9574293,139391,88.69999694824219,98.30000305175781,43830,612,88,20,0,0,0,Sporadic,29,7,1,13,0.6931471805599453,68.68659382600025
10623,Widespread,52,9574293,139391,88.69999694824219,98.30000305175781,43830,794,185,23,0,0,0,Local Activity,24,9,0,13,1.791759469228055,68.68659382600025
10624,Widespread,1,9574293,139391,88.69999694824219,98.30000305175781,43830,850,318,24,0,0,0,Widespread,15,12,0,16,2.1972245773362196,68.68659382600025
10625,Widespread,2,9574293,139391,88.69999694824219,98.30000305175781,43830,926,500,20,0,0,0,Widespread,6,17,0,17,2.4849066497880004,68.68659382600025
10626,Widespread,3,9574293,139391,88.69999694824219,98.30000305175781,43830,1112,742,16,0,0,0,Widespread,5,13,0,16,2.8903717578961645,68.68659382600025
10627,Widespread,4,9574293,139391,88.69999694824219,98.30000305175781,43830,1156,964,27,0,0,0,Widespread,4,5,0,17,3.258096538021482,68.68659382600025
10628,Widespread,5,9574293,139391,88.69999694824219,98.30000305175781,43830,1138,1073,41,0,0,0,Widespread,4,2,0,15,3.4339872044851463,68.68659382600025
10629,Widespread,6,9574293,139391,88.69999694824219,98.30000305175781,43830,1167,1119,26,0,0,0,Widespread,4,1,0,9,3.6375861597263857,68.68659382600025
10630,Widespread,7,9574293,139391,88.69999694824219,98.30000305175781,43830,1245,1248,39,0,0,0,Widespread,3,1,0,9,3.6635616461296463,68.68659382600025
10631,Widespread,8,9574293,139391,88.69999694824219,98.30000305175781,43830,1016,1017,34,0,0,0,Widespread,2,1,0,4,3.8066624897703196,68.68659382600025
10632,Regional,9,9574293,139391,88.69999694824219,98.30000305175781,43830,852,818,17,0,0,0,Widespread,0,2,0,5,3.8066624897703196,68.68659382600025
10633,Sporadic,10,9574293,139391,88.69999694824219,98.30000305175781,43830,767,611,26,0,0,0,Regional,0,3,0,9,3.6888794541139363,68.68659382600025
10634,Regional,11,9574293,139391,88.69999694824219,98.30000305175781,43830,541,377,16,0,0,0,Sporadic,1,4,0,15,3.4657359027997265,68.68659382600025
10635,Sporadic,12,9574293,139391,88.69999694824219,98.30000305175781,43830,374,214,11,0,0,0,Regional,3,8,0,22,2.9444389791664403,68.68659382600025
10636,Sporadic,13,9574293,139391,88.69999694824219,98.30000305175781,43830,248,147,11,0,0,0,Sporadic,6,13,0,22,2.3978952727983707,68.68659382600025
10637,Sporadic,14,9574293,139391,88.69999694824219,98.30000305175781,43830,197,71,5,0,0,0,Sporadic,11,20,0,17,1.3862943611198906,68.68659382600025
10638,Sporadic,15,9574293,139391,88.69999694824219,98.30000305175781,43830,127,32,1,0,0,0,Sporadic,16,24,0,9,1.0986122886681098,68.68659382600025
10639,Sporadic,16,9574293,139391,88.69999694824219,98.30000305175781,43830,54,21,6,0,0,0,Sporadic,25,20,1,5,0.0,68.68659382600025
10640,No Activity,17,9574293,139391,88.69999694824219,98.30000305175781,43830,24,7,2,0,0,0,Sporadic,32,11,4,4,0.0,68.68659382600025
10641,Sporadic,18,9574293,139391,88.69999694824219,98.30000305175781,43830,22,10,2,0,0,0,No Activity,33,8,8,2,0.0,68.68659382600025
10642,No Activity,19,9574293,139391,88.69999694824219,98.30000305175781,43830,8,2,0,0,0,0,Sporadic,34,2,14,1,0.0,68.68659382600025
10643,No Activity,20,9574293,139391,88.69999694824219,98.30000305175781,43830,6,0,1,0,0,0,No Activity,27,0,24,0,0.0,68.68659382600025
10644,No Activity,41,9656754,139391,88.69999694824219,98.30000305175781,45206,9,0,0,0,0,0,No Activity,21,0,30,0,0.0,69.27817434411116
10645,Sporadic,42,9656754,139391,88.69999694824219,98.30000305175781,45206,10,2,1,0,0,0,No Activity,19,0,32,0,0.0,69.27817434411116
10646,No Activity,43,9656754,139391,88.69999694824219,98.30000305175781,45206,12,0,2,0,0,0,Sporadic,19,0,32,0,0.0,69.27817434411116
10647,No Activity,44,9656754,139391,88.69999694824219,98.30000305175781,45206,15,1,2,0,0,0,No Activity,21,0,30,0,0.0,69.27817434411116
10648,Sporadic,45,9656754,139391,88.69999694824219,98.30000305175781,45206,14,0,0,0,0,0,No Activity,26,1,24,0,0.0,69.27817434411116
10649,Sporadic,46,9656754,139391,88.69999694824219,98.30000305175781,45206,14,0,5,0,0,0,Sporadic,24,0,27,0,0.0,69.27817434411116
10650,No Activity,47,9656754,139391,88.69999694824219,98.30000305175781,45206,22,1,0,0,0,0,Sporadic,27,0,24,0,0.0,69.27817434411116
10651,Sporadic,48,9656754,139391,88.69999694824219,98.30000305175781,45206,26,2,1,0,0,0,No Activity,29,1,21,0,0.0,69.27817434411116
10652,Sporadic,49,9656754,139391,88.69999694824219,98.30000305175781,45206,37,2,0,0,0,0,Sporadic,31,1,19,0,0.0,69.27817434411116
10653,Sporadic,50,9656754,139391,88.69999694824219,98.30000305175781,45206,71,4,0,0,0,0,Sporadic,32,3,16,0,0.0,69.27817434411116
10654,Sporadic,51,9656754,139391,88.69999694824219,98.30000305175781,45206,96,5,0,0,0,0,Sporadic,37,2,12,0,0.0,69.27817434411116
10655,Sporadic,52,9656754,139391,88.69999694824219,98.30000305175781,45206,93,4,0,0,0,0,Sporadic,37,2,11,1,0.0,69.27817434411116
10656,Sporadic,1,9656754,139391,88.69999694824219,98.30000305175781,45206,98,13,1,0,0,0,Sporadic,40,4,6,1,0.0,69.27817434411116
10657,Sporadic,2,9656754,139391,88.69999694824219,98.30000305175781,45206,135,21,4,0,0,0,Sporadic,37,7,5,2,0.0,69.27817434411116
10658,Sporadic,3,9656754,139391,88.69999694824219,98.30000305175781,45206,181,42,7,0,0,0,Sporadic,38,8,3,1,0.0,69.27817434411116
10659,Sporadic,4,9656754,139391,88.69999694824219,98.30000305175781,45206,245,67,5,0,0,0,Sporadic,35,8,3,4,0.0,69.27817434411116
10660,Sporadic,5,9656754,139391,88.69999694824219,98.30000305175781,45206,335,97,4,0,0,0,Sporadic,31,13,1,6,0.0,69.27817434411116
10661,Sporadic,6,9656754,139391,88.69999694824219,98.30000305175781,45206,385,141,0,0,0,0,Sporadic,28,12,1,9,0.6931471805599453,69.27817434411116
10662,Local Activity,7,9656754,139391,88.69999694824219,98.30000305175781,45206,459,172,26,0,0,0,Sporadic,21,17,0,12,0.6931471805599453,69.27817434411116
10663,Sporadic,8,9656754,139391,88.69999694824219,98.30000305175781,45206,629,220,22,0,0,0,Local Activity,16,20,0,13,1.0986122886681098,69.27817434411116
10664,Local Activity,9,9656754,139391,88.69999694824219,98.30000305175781,45206,908,337,18,0,0,0,Sporadic,13,13,0,18,2.0794415416798357,69.27817434411116
10665,Sporadic,10,9656754,139391,88.69999694824219,98.30000305175781,45206,1134,376,39,0,0,0,Local Activity,9,11,0,22,2.302585092994046,69.27817434411116
10666,Sporadic,11,9656754,139391,88.69999694824219,98.30000305175781,45206,1261,467,38,0,0,0,Sporadic,11,3,0,22,2.772588722239781,69.27817434411116
10667,Sporadic,12,9656754,139391,88.69999694824219,98.30000305175781,45206,960,357,29,0,0,0,Sporadic,9,2,0,20,3.044522437723423,69.27817434411116
10668,Sporadic,13,9656754,139391,88.69999694824219,98.30000305175781,45206,609,213,12,0,0,0,Sporadic,5,9,0,21,2.833213344056216,69.27817434411116
10669,Sporadic,14,9656754,139391,88.69999694824219,98.30000305175781,45206,539,199,19,0,0,0,Sporadic,9,13,0,19,2.3978952727983707,69.27817434411116
10670,Sporadic,15,9656754,139391,88.69999694824219,98.30000305175781,45206,510,139,17,0,0,0,Sporadic,12,20,0,9,2.3978952727983707,69.27817434411116
10671,Sporadic,16,9656754,139391,88.69999694824219,98.30000305175781,45206,482,85,13,0,0,0,Sporadic,19,17,0,9,1.9459101490553132,69.27817434411116
10672,Sporadic,17,9656754,139391,88.69999694824219,98.30000305175781,45206,316,52,8,0,0,0,Sporadic,22,14,1,10,1.6094379124341003,69.27817434411116
10673,Sporadic,18,9656754,139391,88.69999694824219,98.30000305175781,45206,279,43,4,0,0,0,Sporadic,28,12,0,9,1.0986122886681098,69.27817434411116
10674,Sporadic,19,9656754,139391,88.69999694824219,98.30000305175781,45206,211,21,3,0,0,0,Sporadic,29,12,0,8,1.0986122886681098,69.27817434411116
10675,Sporadic,20,9656754,139391,88.69999694824219,98.30000305175781,45206,144,19,4,0,0,0,Sporadic,31,11,3,4,0.6931471805599453,69.27817434411116
10676,Sporadic,41,9749123,139391,88.69999694824219,98.30000305175781,41553,62,6,0,0,0,0,No Activity,31,1,18,0,0.0,69.94083549153102
10677,Sporadic,42,9749123,139391,88.69999694824219,98.30000305175781,41553,121,3,3,0,0,0,Sporadic,34,1,16,0,0.0,69.94083549153102
10678,Sporadic,43,9749123,139391,88.69999694824219,98.30000305175781,41553,146,2,0,0,0,0,Sporadic,35,3,13,0,0.0,69.94083549153102
10679,Sporadic,44,9749123,139391,88.69999694824219,98.30000305175781,41553,172,3,2,0,0,0,Sporadic,34,5,12,0,0.0,69.94083549153102
10680,Sporadic,45,9749123,139391,88.69999694824219,98.30000305175781,41553,259,4,4,0,0,0,Sporadic,33,8,8,1,0.0,69.94083549153102
10681,Sporadic,46,9749123,139391,88.69999694824219,98.30000305175781,41553,368,8,2,2,0,0,Sporadic,33,8,5,4,0.0,69.94083549153102
10682,Regional,47,9749123,139391,88.69999694824219,98.30000305175781,41553,530,4,6,0,0,0,Sporadic,32,8,3,6,0.6931471805599453,69.94083549153102
10683,Widespread,48,9749123,139391,88.69999694824219,98.30000305175781,41553,910,17,12,0,0,0,Regional,20,19,1,7,1.6094379124341003,69.94083549153102
10684,Widespread,49,9749123,139391,88.69999694824219,98.30000305175781,41553,1596,34,16,0,0,0,Widespread,13,15,0,15,2.1972245773362196,69.94083549153102
10685,Widespread,50,9749123,139391,88.69999694824219,98.30000305175781,41553,2366,34,16,0,0,0,Widespread,3,12,0,17,2.9444389791664403,69.94083549153102
10686,Widespread,51,9749123,139391,88.69999694824219,98.30000305175781,41553,3110,49,18,0,0,0,Widespread,4,6,0,12,3.4011973816621555,69.94083549153102
